,ProductCode##OTHER##,A##LENGTH##MILLIMETERS,A2##LENGTH##MILLIMETERS,A3##LENGTH##MILLIMETERS,AB##LENGTH##MILLIMETERS,AC##LENGTH##MILLIMETERS,AD##LENGTH##MILLIMETERS,AG##LENGTH##MILLIMETERS,Apparent Load##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,A-Type Code##LENGTH##MILLIMETERS,B1##LENGTH##MILLIMETERS,B2##LENGTH##MILLIMETERS,BB##LENGTH##MILLIMETERS,C##LENGTH##MILLIMETERS,Category##OTHER##,Clearance area##OTHER##,Dis_D1##LENGTH##MILLIMETERS,Dis_D3##LENGTH##MILLIMETERS,Efficiency Rating##OTHER##,Electric motor output##OTHER##,Enclosure Rating##OTHER##,Flow##PIPING_FLOW##CUBIC_METERS_PER_HOUR,FluidTempMax##PIPING_TEMPERATURE##CELSIUS,FluidTempMin##PIPING_TEMPERATURE##CELSIUS,FluidType##OTHER##,Full Load Amperes##ELECTRICAL_CURRENT##AMPERES,G1##LENGTH##MILLIMETERS,G2##LENGTH##MILLIMETERS,G3##LENGTH##MILLIMETERS,Grey##OTHER##,Gross Weight##FORCE##KILONEWTONS,H for motor##LENGTH##MILLIMETERS,H##LENGTH##MILLIMETERS,H2##LENGTH##MILLIMETERS,H3##LENGTH##MILLIMETERS,H4##LENGTH##MILLIMETERS,HA##LENGTH##MILLIMETERS,Has clearance area##OTHER##,Head##PIPING_PRESSURE##BARS,L##LENGTH##MILLIMETERS,L1##LENGTH##MILLIMETERS,L2##LENGTH##MILLIMETERS,L3##LENGTH##MILLIMETERS,L4##LENGTH##MILLIMETERS,LB##LENGTH##MILLIMETERS,Light blcak##OTHER##,Light red##OTHER##,LL##LENGTH##MILLIMETERS,Load Classification##OTHER##,M1##LENGTH##MILLIMETERS,Maximum ambient temperature at maximum temperature of pumped medium##OTHER##,Maximum Motor Power Rating##ELECTRICAL_APPARENT_POWER##KILOWATTS,Maximum Operating Temperature##PIPING_TEMPERATURE##CELSIUS,Maximum shaft output##OTHER##,Maximum Speed##OTHER##,Maximum Starting Current##ELECTRICAL_CURRENT##AMPERES,MCA##ELECTRICAL_CURRENT##AMPERES,Minimum operating temperature##PIPING_TEMPERATURE##CELSIUS,Minimum Speed##OTHER##,MOCP##ELECTRICAL_CURRENT##AMPERES,Motor Type##OTHER##,MotorVoltageActual##ELECTRICAL_POTENTIAL##VOLTS,N1##LENGTH##MILLIMETERS,Net Weight##FORCE##KILONEWTONS,O&M Manual##OTHER##,PowerFactor##OTHER##,PumpFlowActual##PIPING_FLOW##CUBIC_METERS_PER_HOUR,PumpFlowCALC##PIPING_FLOW##CUBIC_METERS_PER_HOUR,Rated Load Amperes##ELECTRICAL_CURRENT##AMPERES,Shipping Weight##FORCE##KILONEWTONS,Show Annotative Symbol##OTHER##,Size##OTHER##,Suc_D1##LENGTH##MILLIMETERS,Suc_D3##LENGTH##MILLIMETERS,SupplyFrequency##ELECTRICAL_FREQUENCY##HERTZ,SupplyPhase##OTHER##,SupplyVoltage##ELECTRICAL_POTENTIAL##VOLTS,Switching frequency##OTHER##,T1##LENGTH##MILLIMETERS,T2##LENGTH##MILLIMETERS,V1##LENGTH##MILLIMETERS,V3##LENGTH##MILLIMETERS,V4##LENGTH##MILLIMETERS,Wattage##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,X##LENGTH##MILLIMETERS
NK 65-225/181_93060597,93060597,100,90,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,65,185,3,30,F,122.56,140,0,0,55.4,169,191,0,Grey,4.44818,200,136,250,336,641,25,1,5.7624,1394.5,1210,164,882,0,670,light black,light red,200,0,160,40,30,40,0,3550,55.4,0,-15,0,0,0,380,360,3.92144,http://product-selection.grundfos.com/product-detail.html?productnumber=93060597&custid=GMA,0.89,122.56,122.56,55.4,4.44818,1,1093,80,200,60,3,380,60,20,15,0,0,0,30000,100
NK 65-225/161_93060598,93060598,100,90,0,349,380,280,170,0,3,455,500,321,121,0,Clearance Areas,65,185,3,22,F,106.25,140,0,0,41,169,191,0,Grey,4.08554,180,136,250,336,616,22,1,4.5472,1324.5,1145,164,817,0,600,light black,light red,160,0,160,40,22,40,0,3525,41,0,-15,0,0,0,380,360,3.63082,http://product-selection.grundfos.com/product-detail.html?productnumber=93060598&custid=GMA,0.89,106.25,106.25,41,4.08554,1,935,80,200,60,3,380,60,20,15,0,0,0,22000,100
NK 65-225/152_93060599,93060599,100,90,0,320,330,260,170,0,3,406,450,305,108,0,Clearance Areas,65,185,3,18.5,F,98.13,140,0,0,34.4,169,191,0,Grey,3.49197,160,96,250,296,556,20,1,4.0278,1279.5,1125,162,801,0,555,light black,light red,160,0,160,40,18.5,40,0,3515,34.4,0,-15,0,0,0,380,360,3.03725,http://product-selection.grundfos.com/product-detail.html?productnumber=93060599&custid=GMA,0.89,98.13,98.13,34.4,3.49197,1,935,80,200,60,3,380,60,20,15,0,0,0,18500,100
NK 65-225/242_93060600,93060600,100,90,0,270,275,213,125,0,3,329,380,225,89,0,Clearance Areas,65,185,3,7.5,F,71.58,140,0,0,14.8,169,191,0,Grey,2.22694,132,96,250,296,509,18,1,2.401,974,845,162,521,0,430,light black,light red,115,0,160,40,7.5,40,0,1750,14.8,0,-15,0,0,0,380,360,1.9502,http://product-selection.grundfos.com/product-detail.html?productnumber=93060600&custid=GMA,0.84,71.58,71.58,14.8,2.22694,1,538,80,200,60,3,380,60,20,15,0,0,0,7500,100
NK 65-225/214_93060601,93060601,100,90,0,270,275,210,125,0,3,329,380,190,89,0,Clearance Areas,65,185,3,5.5,F,67.26,140,0,0,11,169,191,0,Grey,2.16394,132,96,250,296,509,18,1,1.8424,934,810,162,486,0,390,light black,light red,115,0,160,40,5.5,40,0,1730,11,0,-15,0,0,0,380,360,1.8872,http://product-selection.grundfos.com/product-detail.html?productnumber=93060601&custid=GMA,0.83,67.26,67.26,11,2.16394,1,538,80,200,60,3,380,60,20,15,0,0,0,5500,100
NK 65-225/186_93060602,93060602,100,90,0,230,240,188,125,0,3,329,380,248,70,0,Clearance Areas,65,185,3,4,F,61.34,140,0,0,8.3,169,191,0,Grey,1.90288,112,96,250,296,484,15,1,1.4504,929,835,162,511,0,405,light black,light red,115,0,160,40,4,40,0,1730,8.3,0,-15,0,0,0,380,360,1.62614,http://product-selection.grundfos.com/product-detail.html?productnumber=93060602&custid=GMA,0.82,61.34,61.34,8.3,1.90288,1,538,80,200,60,3,380,60,20,15,0,0,0,4000,100
NK 65-225/173_93060603,93060603,100,90,0,200,215,170,105,0,3,329,380,233,63,0,Clearance Areas,65,185,3,3,F,53.37,140,0,0,6.2,169,191,0,Grey,1.76291,100,96,250,296,466,14,1,1.274,894,815,162,491,0,370,light black,light red,105,0,160,40,3,40,0,1740,6.2,0,-15,0,0,0,380,360,1.50617,http://product-selection.grundfos.com/product-detail.html?productnumber=93060603&custid=GMA,0.82,53.37,53.37,6.2,1.76291,1,496,80,200,60,3,380,60,20,15,0,0,0,3000,100
NK 65-225/152_93060604,93060604,100,90,0,200,215,170,105,0,3,329,380,233,63,0,Clearance Areas,65,185,3,2.2,F,48.63,140,0,0,4.6,169,191,0,Grey,1.71291,100,96,250,296,466,14,1,0.9996,894,815,162,491,0,370,light black,light red,105,0,160,40,2.2,40,0,1745,4.6,0,-15,0,0,0,380,360,1.45617,http://product-selection.grundfos.com/product-detail.html?productnumber=93060604&custid=GMA,0.81,48.63,48.63,4.6,1.71291,1,496,80,200,60,3,380,60,20,15,0,0,0,2200,100
NK 65-225/242_93060605,93060605,100,90,0,230,240,190,125,0,3,329,380,180,70,0,Clearance Areas,65,185,3,2.2,F,46.64,140,0,0,5.05,169,191,0,Grey,1.86888,112,96,250,296,484,15,1,1.0094,859,765,162,441,0,335,light black,light red,115,0,160,40,2.2,40,0,1125,5.05,0,-15,0,0,0,220,360,1.61214,http://product-selection.grundfos.com/product-detail.html?productnumber=93060605&custid=GMA,0.74,46.64,46.64,5.05,1.86888,1,496,80,200,60,3,220,60,20,15,0,0,0,2200,100
NK 65-225/208_93060607,93060607,100,90,0,200,215,172,105,0,3,329,380,233,63,0,Clearance Areas,65,185,3,1.5,F,41.58,140,0,0,3.53,169,191,0,Grey,1.77291,100,96,250,296,466,14,1,0.7644,894,815,162,491,0,370,light black,light red,105,0,160,40,1.5,40,0,1140,3.53,0,-15,0,0,0,220,360,1.51617,http://product-selection.grundfos.com/product-detail.html?productnumber=93060607&custid=GMA,0.73,41.58,41.58,3.53,1.77291,1,496,80,200,60,3,220,60,20,15,0,0,0,1500,100
NK 65-225/181_93060608,93060608,100,90,0,180,195,160,105,0,3,326,380,210,56,0,Clearance Areas,65,185,3,1.1,F,37.79,140,0,0,2.62,169,191,0,Grey,1.69389,90,79,250,279,444,12,1,0.5782,844,770,162,446,0,330,light black,light red,105,0,160,40,1.1,40,0,1120,2.62,0,-15,0,0,0,220,360,1.43715,http://product-selection.grundfos.com/product-detail.html?productnumber=93060608&custid=GMA,0.73,37.79,37.79,2.62,1.69389,1,496,80,200,60,3,220,60,20,15,0,0,0,1100,100
NK 65-225/154_93060609,93060609,100,90,0,180,195,160,105,0,3,326,380,180,56,0,Clearance Areas,65,185,3,0.75,F,33.04,140,0,0,1.95,169,191,0,Grey,1.62489,90,79,250,279,444,12,1,0.441,814,740,162,416,0,300,light black,light red,105,0,160,40,0.75,40,0,1120,1.95,0,-15,0,0,0,220,360,1.36815,http://product-selection.grundfos.com/product-detail.html?productnumber=93060609&custid=GMA,0.71,33.04,33.04,1.95,1.62489,1,496,80,200,60,3,220,60,20,15,0,0,0,750,100
NK 65-280/280_93060610,93060610,125,90,0,320,330,260,170,0,3,406,450,265,108,0,Clearance Areas,65,185,3,11,F,80.58,140,0,0,21.3,183,199,0,Grey,3.20933,160,96,280,296,556,20,1,3.185,1219,1045,162,721,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,360,2.80259,http://product-selection.grundfos.com/product-detail.html?productnumber=93060610&custid=GMA,0.85,80.58,80.58,21.3,3.20933,1,827,80,200,60,3,380,60,20,15,0,0,0,11000,140
NK 65-280/240_93060611,93060611,125,90,0,270,275,213,125,0,3,329,380,225,89,0,Clearance Areas,65,185,3,7.5,F,73.53,140,0,0,14.8,183,199,0,Grey,2.5526,132,96,280,296,509,18,1,2.3324,1109,955,162,631,0,430,light black,light red,115,0,160,40,7.5,40,0,1750,14.8,0,-15,0,0,0,380,360,2.19788,http://product-selection.grundfos.com/product-detail.html?productnumber=93060611&custid=GMA,0.84,73.53,73.53,14.8,2.5526,1,726,80,200,60,3,380,60,20,15,0,0,0,7500,140
NK 65-280/219_93060612,93060612,125,90,0,270,275,210,125,0,3,329,380,190,89,0,Clearance Areas,65,185,3,5.5,F,64.5,140,0,0,11,183,199,0,Grey,2.48162,132,96,280,296,509,18,1,1.8816,1069,920,162,596,0,390,light black,light red,115,0,160,40,5.5,40,0,1730,11,0,-15,0,0,0,380,360,2.13488,http://product-selection.grundfos.com/product-detail.html?productnumber=93060612&custid=GMA,0.83,64.5,64.5,11,2.48162,1,688,80,200,60,3,380,60,20,15,0,0,0,5500,140
NK 65-280/280_93060613,93060613,125,90,0,270,275,210,125,0,3,329,380,225,89,0,Clearance Areas,65,185,3,4,F,49.56,140,0,0,9.18,183,199,0,Grey,2.5126,132,96,280,296,509,18,1,1.421,1109,955,162,631,0,430,light black,light red,115,0,160,40,4,40,0,1150,9.18,0,-15,0,0,0,380,360,2.15788,http://product-selection.grundfos.com/product-detail.html?productnumber=93060613&custid=GMA,0.74,49.56,49.56,9.18,2.5126,1,726,80,200,60,3,380,60,20,15,0,0,0,4000,140
NK 65-280/276_93060615,93060615,125,90,0,270,275,210,125,0,3,329,380,190,89,0,Clearance Areas,65,185,3,3,F,48.15,140,0,0,6.88,183,199,0,Grey,2.39162,132,96,280,296,509,18,1,1.3818,1069,920,162,596,0,390,light black,light red,115,0,160,40,3,40,0,1150,6.88,0,-15,0,0,0,220,360,2.04488,http://product-selection.grundfos.com/product-detail.html?productnumber=93060615&custid=GMA,0.74,48.15,48.15,6.88,2.39162,1,688,80,200,60,3,220,60,20,15,0,0,0,3000,140
NK 65-280/242_93060616,93060616,125,90,0,230,240,190,125,0,3,329,380,180,70,0,Clearance Areas,65,185,3,2.2,F,47.76,140,0,0,5.05,183,199,0,Grey,2.20832,112,96,280,296,484,15,1,0.98,994,875,162,551,0,335,light black,light red,115,0,160,40,2.2,40,0,1125,5.05,0,-15,0,0,0,220,360,1.86158,http://product-selection.grundfos.com/product-detail.html?productnumber=93060616&custid=GMA,0.74,47.76,47.76,5.05,2.20832,1,688,80,200,60,3,220,60,20,15,0,0,0,2200,140
NK 65-280/214_93060618,93060618,125,90,0,200,215,172,105,0,3,329,380,233,63,0,Clearance Areas,65,185,3,1.5,F,40.65,140,0,0,3.53,183,199,0,Grey,2.11216,100,96,280,296,466,14,1,0.7742,1029,925,162,601,0,370,light black,light red,105,0,160,40,1.5,40,0,1140,3.53,0,-15,0,0,0,220,360,1.76542,http://product-selection.grundfos.com/product-detail.html?productnumber=93060618&custid=GMA,0.73,40.65,40.65,3.53,2.11216,1,688,80,200,60,3,220,60,20,15,0,0,0,1500,140
NK 80-180/174_93060619,93060619,100,72.5,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,80,200,3,30,F,161.31,140,0,0,55.4,138,168,0,Grey,3.97183,200,176,225,336,641,25,1,4.7922,1257,1055,164,727,0,670,light black,light red,200,0,125,40,30,40,0,3550,55.4,0,-15,0,0,0,380,280,3.56509,http://product-selection.grundfos.com/product-detail.html?productnumber=93060619&custid=GMA,0.89,161.31,161.31,55.4,3.97183,1,827,100,220,60,3,380,60,20,15,0,0,0,30000,140
NK 80-180/160_93060620,93060620,100,72.5,0,349,380,280,170,0,3,417,462,321,121,0,Clearance Areas,80,200,3,22,F,153.45,140,0,0,41,138,168,0,Grey,3.48201,180,152,225,312,592,22,1,3.9592,1180,980,164,652,0,600,light black,light red,160,0,125,40,22,40,0,3525,41,0,-15,0,0,0,380,280,3.11527,http://product-selection.grundfos.com/product-detail.html?productnumber=93060620&custid=GMA,0.89,153.45,153.45,41,3.48201,1,748,100,220,60,3,380,60,20,15,0,0,0,22000,140
NK 80-180/151_93060622,93060622,100,72.5,0,320,330,260,170,0,3,372,416,305,108,0,Clearance Areas,80,200,3,18.5,F,148.7,140,0,0,34.4,138,168,0,Grey,2.8198,160,92,225,252,512,20,1,3.3614,1129,955,162,631,0,555,light black,light red,160,0,125,40,18.5,40,0,3515,34.4,0,-15,0,0,0,380,280,2.52306,http://product-selection.grundfos.com/product-detail.html?productnumber=93060622&custid=GMA,0.89,148.7,148.7,34.4,2.8198,1,585,100,220,60,3,380,60,20,15,0,0,0,18500,140
NK 80-180/141_93060624,93060624,100,72.5,0,320,330,260,170,0,3,372,416,265,108,0,Clearance Areas,80,200,3,15,F,137.08,140,0,0,28.1,138,168,0,Grey,2.6458,160,92,225,252,512,20,1,2.793,1084,915,162,591,0,510,light black,light red,160,0,125,40,15,40,0,3515,28.1,0,-15,0,0,0,380,280,2.34906,http://product-selection.grundfos.com/product-detail.html?productnumber=93060624&custid=GMA,0.89,137.08,137.08,28.1,2.6458,1,585,100,220,60,3,380,60,20,15,0,0,0,15000,140
NK 80-180/128_93060626,93060626,100,72.5,0,320,330,260,170,0,3,372,416,265,108,0,Clearance Areas,80,200,3,11,F,111.87,140,0,0,20.6,138,168,0,Grey,2.5758,160,92,225,252,512,20,1,2.254,1084,915,162,591,0,510,light black,light red,160,0,125,40,11,40,0,3515,20.6,0,-15,0,0,0,380,280,2.27906,http://product-selection.grundfos.com/product-detail.html?productnumber=93060626&custid=GMA,0.89,111.87,111.87,20.6,2.5758,1,585,100,220,60,3,380,60,20,15,0,0,0,11000,140
NK 80-180/174_93060627,93060627,100,72.5,0,230,240,188,125,0,3,330,374,248,70,0,Clearance Areas,80,200,3,4,F,79.57,140,0,0,8.3,138,168,0,Grey,1.68661,112,92,225,252,440,15,1,1.1368,894,780,162,456,0,405,light black,light red,115,0,125,40,4,40,0,1730,8.3,0,-15,0,0,0,380,280,1.43987,http://product-selection.grundfos.com/product-detail.html?productnumber=93060627&custid=GMA,0.82,79.57,79.57,8.3,1.68661,1,490,100,220,60,3,380,60,20,15,0,0,0,4000,140
NK 80-180/170_93060629,93060629,100,72.5,0,200,215,170,105,0,3,261,305,233,63,0,Clearance Areas,80,200,3,3,F,76.4,140,0,0,6.2,138,168,0,Grey,1.50038,100,92,225,252,422,14,1,1.0976,859,760,162,436,0,370,light black,light red,105,0,125,40,3,40,0,1740,6.2,0,-15,0,0,0,380,280,1.27364,http://product-selection.grundfos.com/product-detail.html?productnumber=93060629&custid=GMA,0.82,76.4,76.4,6.2,1.50038,1,428,100,220,60,3,380,60,20,15,0,0,0,3000,140
NK 80-180/148_93060641,93060641,100,72.5,0,200,215,170,105,0,3,261,305,233,63,0,Clearance Areas,80,200,3,2.2,F,70.53,140,0,0,4.6,138,168,0,Grey,1.45038,100,92,225,252,422,14,1,0.8036,859,760,162,436,0,370,light black,light red,105,0,125,40,2.2,40,0,1745,4.6,0,-15,0,0,0,380,280,1.22364,http://product-selection.grundfos.com/product-detail.html?productnumber=93060641&custid=GMA,0.81,70.53,70.53,4.6,1.45038,1,428,100,220,60,3,380,60,20,15,0,0,0,2200,140
NK 80-180/131_93060643,93060643,100,72.5,0,180,195,165,105,0,3,258,308,210,56,0,Clearance Areas,80,200,3,1.5,F,57.68,140,0,0,3.4,138,168,0,Grey,1.36536,90,75,225,235,400,12,1,0.588,809,720,162,396,0,330,light black,light red,105,0,125,40,1.5,40,0,1700,3.4,0,-15,0,0,0,380,280,1.15862,http://product-selection.grundfos.com/product-detail.html?productnumber=93060643&custid=GMA,0.77,57.68,57.68,3.4,1.36536,1,383,100,220,60,3,380,60,20,15,0,0,0,1500,140
NK 80-180/120_93060645,93060645,100,72.5,0,180,195,160,105,0,3,258,308,180,56,0,Clearance Areas,80,200,3,1.1,F,47.67,140,0,0,2.54,138,168,0,Grey,1.30736,90,75,225,235,400,12,1,0.49,779,690,162,366,0,300,light black,light red,105,0,125,40,1.1,40,0,1700,2.54,0,-15,0,0,0,220,280,1.10062,http://product-selection.grundfos.com/product-detail.html?productnumber=93060645&custid=GMA,0.76,47.67,47.67,2.54,1.30736,1,383,100,220,60,3,220,60,20,15,0,0,0,1100,140
NK 80-225/225_93060646,93060646,125,90,0,550,546,395,257,0,3,528,622,535,190,0,Clearance Areas,80,200,3,90,F,265.95,140,0,0,156,174,212,0,Grey,9.48056,280,260,280,460,855,35,1,9.457,1589,1335,166,1003,0,900,light black,light red,227,0,160,40,90,40,0,3575,156,0,-15,0,0,0,380,400,8.72382,http://product-selection.grundfos.com/product-detail.html?productnumber=93060646&custid=GMA,0.92,265.95,265.95,156,9.48056,1,1595,100,220,60,3,380,60,20,15,0,0,0,90000,140
NK 80-225/203_93060647,93060647,125,90,0,550,546,395,257,0,3,528,622,485,190,0,Clearance Areas,80,200,3,75,F,251.11,140,0,0,132,174,212,0,Grey,8.64056,280,260,280,460,855,35,1,7.7616,1519,1285,166,953,0,830,light black,light red,227,0,160,40,75,40,0,3575,132,0,-15,0,0,0,380,400,7.88382,http://product-selection.grundfos.com/product-detail.html?productnumber=93060647&custid=GMA,0.92,251.11,251.11,132,8.64056,1,1595,100,220,60,3,380,60,20,15,0,0,0,75000,140
NK 80-225/186_93060648,93060648,125,90,0,490,484,365,265,0,3,576,643,445,168,0,Clearance Areas,80,200,3,55,F,228.07,140,0,0,99.2,174,212,0,Grey,7.2461,250,230,280,430,795,30,1,6.1544,1469,1235,166,903,0,780,light black,light red,235,0,160,40,55,40,0,3560,99.2,0,-15,0,0,0,380,400,6.56936,http://product-selection.grundfos.com/product-detail.html?productnumber=93060648&custid=GMA,0.9,228.07,228.07,99.2,7.2461,1,1419,100,220,60,3,380,60,20,15,0,0,0,55000,140
NK 80-225/174_93060650,93060650,125,90,0,435,445,335,220,0,3,501,546,395,149,0,Clearance Areas,80,200,3,45,F,218.59,140,0,0,81.2,174,212,0,Grey,5.45713,225,161,280,361,696,28,1,5.1254,1359,1145,164,817,0,700,light black,light red,200,0,160,40,45,40,0,3555,81.2,0,-15,0,0,0,380,400,4.91039,http://product-selection.grundfos.com/product-detail.html?productnumber=93060650&custid=GMA,0.9,218.59,218.59,81.2,5.45713,1,1125,100,220,60,3,380,60,20,15,0,0,0,45000,140
NK 80-225/164_93060651,93060651,125,90,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,80,200,3,37,F,201.1,140,0,0,67.9,174,212,0,Grey,4.52211,200,136,280,336,641,25,1,4.4982,1329,1120,164,792,0,670,light black,light red,200,0,160,40,37,40,0,3550,67.9,0,-15,0,0,0,380,400,4.06739,http://product-selection.grundfos.com/product-detail.html?productnumber=93060651&custid=GMA,0.89,201.1,201.1,67.9,4.52211,1,935,100,220,60,3,380,60,20,15,0,0,0,37000,140
NK 80-225/154_93060652,93060652,125,90,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,80,200,3,30,F,191.3,140,0,0,55.4,174,212,0,Grey,4.32211,200,136,280,336,641,25,1,3.8514,1329,1120,164,792,0,670,light black,light red,200,0,160,40,30,40,0,3550,55.4,0,-15,0,0,0,380,400,3.86739,http://product-selection.grundfos.com/product-detail.html?productnumber=93060652&custid=GMA,0.89,191.3,191.3,55.4,4.32211,1,935,100,220,60,3,380,60,20,15,0,0,0,30000,140
NK 80-225/225_93060653,93060653,125,90,0,320,330,260,170,0,3,437,481,265,108,0,Clearance Areas,80,200,3,11,F,127.92,140,0,0,21.3,174,212,0,Grey,3.04818,160,96,280,296,556,20,1,2.3226,1129,955,162,631,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,400,2.69346,http://product-selection.grundfos.com/product-detail.html?productnumber=93060653&custid=GMA,0.85,127.92,127.92,21.3,3.04818,1,726,100,220,60,3,380,60,20,15,0,0,0,11000,140
NK 80-225/191_93060654,93060654,125,90,0,270,275,213,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,7.5,F,116.92,140,0,0,14.8,174,212,0,Grey,2.43698,132,96,280,296,509,18,1,1.617,1019,865,162,541,0,430,light black,light red,115,0,160,40,7.5,40,0,1750,14.8,0,-15,0,0,0,380,400,2.09024,http://product-selection.grundfos.com/product-detail.html?productnumber=93060654&custid=GMA,0.84,116.92,116.92,14.8,2.43698,1,688,100,220,60,3,380,60,20,15,0,0,0,7500,140
NK 80-225/171_93060655,93060655,125,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,80,200,3,5.5,F,105.45,140,0,0,11,174,212,0,Grey,2.37398,132,96,280,296,509,18,1,1.1858,979,830,162,506,0,390,light black,light red,115,0,160,40,5.5,40,0,1730,11,0,-15,0,0,0,380,400,2.02724,http://product-selection.grundfos.com/product-detail.html?productnumber=93060655&custid=GMA,0.83,105.45,105.45,11,2.37398,1,688,100,220,60,3,380,60,20,15,0,0,0,5500,140
NK 80-225/157_93060657,93060657,125,90,0,230,240,188,125,0,3,364,415,248,70,0,Clearance Areas,80,200,3,4,F,95.68,140,0,0,8.3,174,212,0,Grey,2.11192,112,96,280,296,484,15,1,0.9604,974,855,162,531,0,405,light black,light red,115,0,160,40,4,40,0,1730,8.3,0,-15,0,0,0,380,400,1.76518,http://product-selection.grundfos.com/product-detail.html?productnumber=93060657&custid=GMA,0.82,95.68,95.68,8.3,2.11192,1,688,100,220,60,3,380,60,20,15,0,0,0,4000,140
NK 80-225/215_93060658,93060658,125,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,80,200,3,3,F,79.19,140,0,0,6.88,174,212,0,Grey,2.28398,132,96,280,296,509,18,1,0.9212,979,830,162,506,0,390,light black,light red,115,0,160,40,3,40,0,1150,6.88,0,-15,0,0,0,220,400,1.93724,http://product-selection.grundfos.com/product-detail.html?productnumber=93060658&custid=GMA,0.74,79.19,79.19,6.88,2.28398,1,688,100,220,60,3,220,60,20,15,0,0,0,3000,140
NK 80-225/191_93060659,93060659,125,90,0,230,240,190,125,0,3,364,415,180,70,0,Clearance Areas,80,200,3,2.2,F,76.37,140,0,0,5.05,174,212,0,Grey,2.03892,112,96,280,296,484,15,1,0.6566,904,785,162,461,0,335,light black,light red,115,0,160,40,2.2,40,0,1125,5.05,0,-15,0,0,0,220,400,1.75218,http://product-selection.grundfos.com/product-detail.html?productnumber=93060659&custid=GMA,0.74,76.37,76.37,5.05,2.03892,1,572,100,220,60,3,220,60,20,15,0,0,0,2200,140
NK 80-225/167_93060661,93060661,125,90,0,200,215,172,105,0,3,364,415,233,63,0,Clearance Areas,80,200,3,1.5,F,66.33,140,0,0,3.53,174,212,0,Grey,1.94195,100,96,280,296,466,14,1,0.49,939,835,162,511,0,370,light black,light red,105,0,160,40,1.5,40,0,1140,3.53,0,-15,0,0,0,220,400,1.65521,http://product-selection.grundfos.com/product-detail.html?productnumber=93060661&custid=GMA,0.73,66.33,66.33,3.53,1.94195,1,572,100,220,60,3,220,60,20,15,0,0,0,1500,140
NK 80-225/152_93060662,93060662,125,90,0,180,195,160,105,0,3,361,415,210,56,0,Clearance Areas,80,200,3,1.1,F,58.98,140,0,0,2.62,174,212,0,Grey,1.83093,90,79,280,279,444,12,1,0.3724,889,790,162,466,0,330,light black,light red,105,0,160,40,1.1,40,0,1120,2.62,0,-15,0,0,0,220,400,1.57419,http://product-selection.grundfos.com/product-detail.html?productnumber=93060662&custid=GMA,0.73,58.98,58.98,2.62,1.83093,1,496,100,220,60,3,220,60,20,15,0,0,0,1100,140
NK 80-280/278-270_93060663,93060663,125,90,0,320,330,260,170,0,3,437,481,305,108,0,Clearance Areas,80,200,3,15,F,113.07,140,0,0,28.5,183,207,0,Grey,3.48425,160,96,315,296,556,20,1,3.2242,1264,1085,162,761,0,555,light black,light red,160,0,160,40,15,40,0,1745,28.5,0,-15,0,0,0,380,400,3.02953,http://product-selection.grundfos.com/product-detail.html?productnumber=93060663&custid=GMA,0.86,113.07,113.07,28.5,3.48425,1,935,100,220,60,3,380,60,20,15,0,0,0,15000,140
NK 80-280/247-239_93060664,93060664,125,90,0,320,330,260,170,0,3,437,481,265,108,0,Clearance Areas,80,200,3,11,F,100.36,140,0,0,21.3,183,207,0,Grey,3.26927,160,96,315,296,556,20,1,2.6362,1219,1045,162,721,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,400,2.86253,http://product-selection.grundfos.com/product-detail.html?productnumber=93060664&custid=GMA,0.85,100.36,100.36,21.3,3.26927,1,827,100,220,60,3,380,60,20,15,0,0,0,11000,140
NK 80-280/216-208_93060665,93060665,125,90,0,270,275,213,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,7.5,F,84.69,140,0,0,14.8,183,207,0,Grey,2.62056,132,96,315,296,509,18,1,2.0678,1109,955,162,631,0,430,light black,light red,115,0,160,40,7.5,40,0,1750,14.8,0,-15,0,0,0,380,400,2.25382,http://product-selection.grundfos.com/product-detail.html?productnumber=93060665&custid=GMA,0.84,84.69,84.69,14.8,2.62056,1,748,100,220,60,3,380,60,20,15,0,0,0,7500,140
NK 80-280/278-270_93060667,93060667,125,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,5.5,F,75.39,140,0,0,12.2,183,207,0,Grey,2.65056,132,96,315,296,509,18,1,1.3916,1109,955,162,631,0,430,light black,light red,115,0,160,40,5.5,40,0,1150,12.2,0,-15,0,0,0,380,400,2.28382,http://product-selection.grundfos.com/product-detail.html?productnumber=93060667&custid=GMA,0.75,75.39,75.39,12.2,2.65056,1,748,100,220,60,3,380,60,20,15,0,0,0,5500,140
